YEAR,TRI_FACILITY_ID,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,SRS_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4_UNDERGROUND,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1_LANDFILLS,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M40_METAL,6.2_M61_METAL,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,6.2_UNCLASSIFIED,6.2_TOTAL_TRANSFER,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,PROD_RATIO_OR_ACTIVITY,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER,
"2010","90670GLBLP11831","110064125600","HEXPOL COMPOUNDING CALIFORNIA","8227 SORENSEN AVE. -","SANTA FE SPRINGS","LOS ANGELES","CA","90670","","","33.96656","-118.06023","NO","326","Plastics and Rubber","","","","","","","326299","","","","","","1310208728802","DI(2-ETHYLHEXYL) PHTHALATE","000117817","29934","YES","TRI","NO","0","YES","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","50","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","28","50","0","0","78","0","","1.2","HEXPOL COMPOUNDING LLC","153221663"
"2010","95354GLLGL605SO","110000485270","GALLO GLASS CO","605 S SANTA CRUZ AVE","MODESTO","STANISLAUS","CA","95354","","","37.630957","-120.97472","NO","327","Nonmetallic Mineral Product","","","","","","","327213","","","","","","1310208477974","MERCURY COMPOUNDS","N458","650028","YES","PBT","YES","1","NO","R","Pounds","0",".75","0","0","0","0","0","0","0","0","0","0","0","0",".75","0","0","0","0","17.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17.2","17.95","0","0",".75","0","17.2","0","0","0","0","0","0","17.95","","",".98","NA",""
"2010","94538NWNTD45500","110000482898","TESLA INC","45500 FREMONT BLVD","FREMONT","ALAMEDA","CA","94538","","","37.49634","-121.94826","NO","336","Transportation Equipment","","","","","","","336111","","","","","","1310208717328","N-BUTYL ALCOHOL","000071363","4739","NO","TRI","NO","0","NO","R","Pounds","5","16543","0","0","0","0","0","0","0","0","0","0","0","0","16548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75106","0","0","0","0","75106","175","0","175","0","0","0","0","0","0","0","0","75281","16548","0","0","16548","0","0","0","175","0","75106","33103","0","124932","","",".34","NA",""
"2010","90222DMNNK2000N","110000474353","DEMENNOKERDOON DBA WORLD OIL RECYCLING","2000 NORTH ALAMEDA STREET","COMPTON","LOS ANGELES","CA","90222","","","33.910116","-118.221906","NO","324","Petroleum","","","","","","","324191","","","","","","1310208435533","TOLUENE","000108883","25452","YES","TRI","NO","0","NO","R","Pounds",".88","61.76","0","0","0","0","0","0","0","0","0","0","0","0","62.64","0","168.79","168.79","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","248687.54","0","248687.54","0","0","0","0","0","0","168.79","0","248856.33","62.64","0","0","62.64","0","0","0","248687.54","509924.55","0","16468.6","168.79","775312.12","0","","1.09","WORLD OIL CORP","072937436"
"2010","93706CRGLL3115S","110000523737","CARGILL MEAT SOLUTIONS CORP","3115 SOUTH FIG AVENUE","FRESNO","FRESNO","CA","93706","","","36.6888","-119.8012","NO","311","Food","","","","","","","311611","311612","","","","","1310208711541","AMMONIA","007664417","152389","NO","TRI","NO","0","NO","R","Pounds","0","51","0","0","0","0","0","0","0","0","0","0","0","0","51","0","42736","42736","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7566","0","0","0","0","7566","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42736","0","50302","7617","0","0","51","0","7566","0","0","0","0","0","42736","50353","","",".89","CARGILL INC","006249189"
"2010","93654GRDNF1485E","110001168995","GUARDIAN INDUSTRIES CORP","1485 E CURTIS","REEDLEY","FRESNO","CA","93654","","","36.58675","-119.43222","NO","327","Nonmetallic Mineral Product","","","","","","","327215","","","","","","1310208612301","XYLENE (MIXED ISOMERS)","001330207","84970","YES","TRI","NO","0","NO","R","Pounds","15.34","1317.02","0","0","0","0","0","0","0","0","0","0","0","0","1332.36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","484.34","0","484.34","0","0","0","0","0","0","0","0","484.34","1332.36","0","0","1332.36","0","0","0","484.34","0","0","60020.56","0","61837.26","","","1.22","GUARDIAN INDUSTRIES CORP","054671169"
"2010","91739SLPRL12281","110001167460","PARALLEL PRODUCTS OF CALIFORNIA","12281 ARROW RT","RANCHO CUCAMONGA","SAN BERNARDINO","CA","91739","","","34.09908","-117.536523","NO","325","Chemicals","","","","","","","325193","","","","","","1310208689404","NITRATE COMPOUNDS","N511","649616","NO","TRI","NO","0","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17556","17556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17556","0","17556","0","0","0","0","0","0","0","0","0","0","0","17556","17556","","",".92","ERP ENVIRONMENTAL","NA"
"2010","91411VNNYS15359","110018953738","CHEVRON VAN NUYS TERMINAL","15359 OXNARD ST","VAN NUYS","LOS ANGELES","CA","91411","","","34.17938","-118.46833","NO","4247","Petroleum Bulk Terminals","","","","","","","424710","","","","","","1310208535688","N-HEXANE","000110543","26740","YES","TRI","NO","0","NO","R","Pounds","340","0","0","0","0","0","0","0","0","0","0","0","0","0","340","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","340","0","0","340","0","0","0","0","0","0","0","0","340","0","",".86","CHEVRON CORP","001382555"
"2010","92236RMTCD85901","110000479107","ARMTEC DEFENSE PRODUCTS CO","85-901 AVE 53","COACHELLA","RIVERSIDE","CA","92236","","","33.663931","-116.16593","NO","332","Fabricated Metals","","","","","","","332995","","","","","","1310208153395","ETHYLBENZENE","000100414","19406","YES","TRI","NO","0","NO","R","Pounds","5","691","0","0","0","0","0","0","0","0","0","0","0","0","696","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","696","0","0","696","0","0","0","0","0","0","14182","0","14878","","",".73","ESTERLINE TECHNOLOGIES CORP","009258005"
"2010","92641PCFCP12271","110000479982","ITW POLYMERS SEALANTS NA","12271 MONARCH ST","GARDEN GROVE","ORANGE","CA","92841","","","33.78446","-118.00582","NO","325","Chemicals","","","","","","","325510","","","","","","1310208119091","POLYCYCLIC AROMATIC COMPOUNDS","N590","649749","YES","PBT","NO","0","YES","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","ILLINOIS TOOL WORKS INC","005146428"
